"","xvar","yvar","spec","k","fill"
"2299",150,"all sexes",1,15,"15"
"2300",150,"male",0,15,"0"
"2301",150,"female",0,15,"0"
"2302",150,"all groups",0,15,"0"
"2303",150,"non-adults",1,15,"15"
"2304",150,"adults",0,15,"0"
"2305",170,"p-uniform",0,11,"0"
"2306",170,"uw",1,11,"11"
"2307",170,"fe",0,11,"0"
"2308",170,"reml",0,11,"0"
"2309",170,"rve",0,11,"0"
"2310",170,"3-level",0,11,"0"
"2311",170,"all es",0,11,"0"
"2312",170,"ES > 3 removed",1,11,"11"
"2313",170,"all therapy",1,11,"11"
"2314",170,"C",0,11,"0"
"2315",170,"B",0,11,"0"
"2316",170,"A",0,11,"0"
"2317",170,"all sexes",0,11,"0"
"2318",170,"male",0,11,"0"
"2319",170,"female",1,11,"11"
"2320",170,"all groups",0,11,"0"
"2321",170,"non-adults",0,11,"0"
"2322",170,"adults",1,11,"11"
"2323",130,"p-uniform",0,18,"0"
"2324",130,"uw",1,18,"18"
"2325",130,"fe",0,18,"0"
"2326",130,"reml",0,18,"0"
"2327",130,"rve",0,18,"0"
"2328",130,"3-level",0,18,"0"
"2329",130,"all es",0,18,"0"
"2330",130,"ES > 3 removed",1,18,"18"
"2331",130,"all therapy",1,18,"18"
"2332",130,"C",0,18,"0"
"2333",130,"B",0,18,"0"
"2334",130,"A",0,18,"0"
"2335",130,"all sexes",0,18,"0"
"2336",130,"male",0,18,"0"
"2337",130,"female",1,18,"18"
"2338",130,"all groups",0,18,"0"
"2339",130,"non-adults",1,18,"18"
"2340",130,"adults",0,18,"0"
"2341",158,"p-uniform",0,26,"0"
"2342",158,"uw",1,26,"26"
"2343",158,"fe",0,26,"0"
"2344",158,"reml",0,26,"0"
"2345",158,"rve",0,26,"0"
"2346",158,"3-level",0,26,"0"
"2347",158,"all es",0,26,"0"
"2348",158,"ES > 3 removed",1,26,"26"
"2349",158,"all therapy",1,26,"26"
"2350",158,"C",0,26,"0"
"2351",158,"B",0,26,"0"
"2352",158,"A",0,26,"0"
"2353",158,"all sexes",0,26,"0"
"2354",158,"male",0,26,"0"
"2355",158,"female",1,26,"26"
"2356",158,"all groups",1,26,"26"
"2357",158,"non-adults",0,26,"0"
"2358",158,"adults",0,26,"0"
"2359",66,"p-uniform",0,17,"0"
"2360",66,"uw",1,17,"17"
"2361",66,"fe",0,17,"0"
"2362",66,"reml",0,17,"0"
"2363",66,"rve",0,17,"0"
"2364",66,"3-level",0,17,"0"
"2365",66,"all es",0,17,"0"
"2366",66,"ES > 3 removed",1,17,"17"
"2367",66,"all therapy",1,17,"17"
"2368",66,"C",0,17,"0"
"2369",66,"B",0,17,"0"
"2370",66,"A",0,17,"0"
"2371",66,"all sexes",0,17,"0"
"2372",66,"male",1,17,"17"
"2373",66,"female",0,17,"0"
"2374",66,"all groups",0,17,"0"
"2375",66,"non-adults",1,17,"17"
"2376",66,"adults",0,17,"0"
"2377",58,"p-uniform",0,25,"0"
"2378",58,"uw",1,25,"25"
"2379",58,"fe",0,25,"0"
"2380",58,"reml",0,25,"0"
"2381",58,"rve",0,25,"0"
"2382",58,"3-level",0,25,"0"
"2383",58,"all es",0,25,"0"
"2384",58,"ES > 3 removed",1,25,"25"
"2385",58,"all therapy",1,25,"25"
"2386",58,"C",0,25,"0"
"2387",58,"B",0,25,"0"
"2388",58,"A",0,25,"0"
"2389",58,"all sexes",0,25,"0"
"2390",58,"male",1,25,"25"
"2391",58,"female",0,25,"0"
"2392",58,"all groups",1,25,"25"
"2393",58,"non-adults",0,25,"0"
"2394",58,"adults",0,25,"0"
"2395",76,"p-uniform",0,22,"0"
"2396",76,"uw",1,22,"22"
"2397",76,"fe",0,22,"0"
"2398",76,"reml",0,22,"0"
"2399",76,"rve",0,22,"0"
"2400",76,"3-level",0,22,"0"
"2401",76,"all es",0,22,"0"
"2402",76,"ES > 3 removed",1,22,"22"
"2403",76,"all therapy",1,22,"22"
"2404",76,"C",0,22,"0"
"2405",76,"B",0,22,"0"
"2406",76,"A",0,22,"0"
"2407",76,"all sexes",1,22,"22"
"2408",76,"male",0,22,"0"
"2409",76,"female",0,22,"0"
"2410",76,"all groups",0,22,"0"
"2411",76,"non-adults",0,22,"0"
"2412",76,"adults",1,22,"22"
"2413",74,"p-uniform",0,31,"0"
"2414",74,"uw",1,31,"31"
"2415",74,"fe",0,31,"0"
"2416",74,"reml",0,31,"0"
"2417",74,"rve",0,31,"0"
"2418",74,"3-level",0,31,"0"
"2419",74,"all es",0,31,"0"
"2420",74,"ES > 3 removed",1,31,"31"
"2421",74,"all therapy",1,31,"31"
"2422",74,"C",0,31,"0"
"2423",74,"B",0,31,"0"
"2424",74,"A",0,31,"0"
"2425",74,"all sexes",1,31,"31"
"2426",74,"male",0,31,"0"
"2427",74,"female",0,31,"0"
"2428",74,"all groups",0,31,"0"
"2429",74,"non-adults",1,31,"31"
"2430",74,"adults",0,31,"0"
"2431",88,"p-uniform",0,47,"0"
"2432",88,"uw",1,47,"47"
"2433",88,"fe",0,47,"0"
"2434",88,"reml",0,47,"0"
"2435",88,"rve",0,47,"0"
"2436",88,"3-level",0,47,"0"
"2437",88,"all es",0,47,"0"
"2438",88,"ES > 3 removed",1,47,"47"
"2439",88,"all therapy",1,47,"47"
"2440",88,"C",0,47,"0"
"2441",88,"B",0,47,"0"
"2442",88,"A",0,47,"0"
"2443",88,"all sexes",1,47,"47"
"2444",88,"male",0,47,"0"
"2445",88,"female",0,47,"0"
"2446",88,"all groups",1,47,"47"
"2447",88,"non-adults",0,47,"0"
"2448",88,"adults",0,47,"0"
"2449",174,"p-uniform",0,2,"0"
"2450",174,"uw",1,2,"2"
"2451",174,"fe",0,2,"0"
"2452",174,"reml",0,2,"0"
"2453",174,"rve",0,2,"0"
"2454",174,"3-level",0,2,"0"
"2455",174,"all es",1,2,"2"
"2456",174,"ES > 3 removed",0,2,"0"
"2457",174,"all therapy",0,2,"0"
"2458",174,"C",0,2,"0"
"2459",174,"B",0,2,"0"
"2460",174,"A",1,2,"2"
"2461",174,"all sexes",0,2,"0"
"2462",174,"male",1,2,"2"
"2463",174,"female",0,2,"0"
"2464",174,"all groups",0,2,"0"
"2465",174,"non-adults",1,2,"2"
"2466",174,"adults",0,2,"0"
"2467",162,"p-uniform",0,11,"0"
"2468",162,"uw",1,11,"11"
"2469",162,"fe",0,11,"0"
"2470",162,"reml",0,11,"0"
"2471",162,"rve",0,11,"0"
"2472",162,"3-level",0,11,"0"
"2473",162,"all es",1,11,"11"
"2474",162,"ES > 3 removed",0,11,"0"
"2475",162,"all therapy",0,11,"0"
"2476",162,"C",0,11,"0"
"2477",162,"B",0,11,"0"
"2478",162,"A",1,11,"11"
"2479",162,"all sexes",1,11,"11"
"2480",162,"male",0,11,"0"
"2481",162,"female",0,11,"0"
"2482",162,"all groups",0,11,"0"
"2483",162,"non-adults",1,11,"11"
"2484",162,"adults",0,11,"0"
"2485",163,"p-uniform",0,18,"0"
"2486",163,"uw",1,18,"18"
"2487",163,"fe",0,18,"0"
"2488",163,"reml",0,18,"0"
"2489",163,"rve",0,18,"0"
"2490",163,"3-level",0,18,"0"
"2491",163,"all es",1,18,"18"
"2492",163,"ES > 3 removed",0,18,"0"
"2493",163,"all therapy",0,18,"0"
"2494",163,"C",0,18,"0"
"2495",163,"B",0,18,"0"
"2496",163,"A",1,18,"18"
"2497",163,"all sexes",1,18,"18"
"2498",163,"male",0,18,"0"
"2499",163,"female",0,18,"0"
"2500",163,"all groups",1,18,"18"
"2501",163,"non-adults",0,18,"0"
"2502",163,"adults",0,18,"0"
"2503",42,"p-uniform",0,8,"0"
"2504",42,"uw",1,8,"8"
"2505",42,"fe",0,8,"0"
"2506",42,"reml",0,8,"0"
"2507",42,"rve",0,8,"0"
"2508",42,"3-level",0,8,"0"
"2509",42,"all es",1,8,"8"
"2510",42,"ES > 3 removed",0,8,"0"
"2511",42,"all therapy",0,8,"0"
"2512",42,"C",0,8,"0"
"2513",42,"B",1,8,"8"
"2514",42,"A",0,8,"0"
"2515",42,"all sexes",0,8,"0"
"2516",42,"male",1,8,"8"
"2517",42,"female",0,8,"0"
"2518",42,"all groups",0,8,"0"
"2519",42,"non-adults",1,8,"8"
"2520",42,"adults",0,8,"0"
"2521",38,"p-uniform",0,16,"0"
"2522",38,"uw",1,16,"16"
"2523",38,"fe",0,16,"0"
"2524",38,"reml",0,16,"0"
"2525",38,"rve",0,16,"0"
"2526",38,"3-level",0,16,"0"
"2527",38,"all es",1,16,"16"
"2528",38,"ES > 3 removed",0,16,"0"
"2529",38,"all therapy",0,16,"0"
"2530",38,"C",0,16,"0"
"2531",38,"B",1,16,"16"
"2532",38,"A",0,16,"0"
"2533",38,"all sexes",0,16,"0"
"2534",38,"male",1,16,"16"
"2535",38,"female",0,16,"0"
"2536",38,"all groups",1,16,"16"
"2537",38,"non-adults",0,16,"0"
"2538",38,"adults",0,16,"0"
"2539",54,"p-uniform",0,17,"0"
"2540",54,"uw",1,17,"17"
"2541",54,"fe",0,17,"0"
"2542",54,"reml",0,17,"0"
"2543",54,"rve",0,17,"0"
"2544",54,"3-level",0,17,"0"
"2545",54,"all es",1,17,"17"
"2546",54,"ES > 3 removed",0,17,"0"
"2547",54,"all therapy",0,17,"0"
"2548",54,"C",0,17,"0"
"2549",54,"B",1,17,"17"
"2550",54,"A",0,17,"0"
"2551",54,"all sexes",1,17,"17"
"2552",54,"male",0,17,"0"
"2553",54,"female",0,17,"0"
"2554",54,"all groups",1,17,"17"
"2555",54,"non-adults",0,17,"0"
"2556",54,"adults",0,17,"0"
"2557",133,"p-uniform",0,20,"0"
"2558",133,"uw",1,20,"20"
"2559",133,"fe",0,20,"0"
"2560",133,"reml",0,20,"0"
"2561",133,"rve",0,20,"0"
"2562",133,"3-level",0,20,"0"
"2563",133,"all es",1,20,"20"
"2564",133,"ES > 3 removed",0,20,"0"
"2565",133,"all therapy",1,20,"20"
"2566",133,"C",0,20,"0"
"2567",133,"B",0,20,"0"
"2568",133,"A",0,20,"0"
"2569",133,"all sexes",0,20,"0"
"2570",133,"male",1,20,"20"
"2571",133,"female",0,20,"0"
"2572",133,"all groups",0,20,"0"
"2573",133,"non-adults",1,20,"20"
"2574",133,"adults",0,20,"0"
"2575",96,"p-uniform",0,28,"0"
"2576",96,"uw",1,28,"28"
"2577",96,"fe",0,28,"0"
"2578",96,"reml",0,28,"0"
"2579",96,"rve",0,28,"0"
"2580",96,"3-level",0,28,"0"
"2581",96,"all es",1,28,"28"
"2582",96,"ES > 3 removed",0,28,"0"
"2583",96,"all therapy",1,28,"28"
"2584",96,"C",0,28,"0"
"2585",96,"B",0,28,"0"
"2586",96,"A",0,28,"0"
"2587",96,"all sexes",0,28,"0"
"2588",96,"male",1,28,"28"
"2589",96,"female",0,28,"0"
"2590",96,"all groups",1,28,"28"
"2591",96,"non-adults",0,28,"0"
"2592",96,"adults",0,28,"0"
"2593",117,"p-uniform",0,34,"0"
"2594",117,"uw",1,34,"34"
"2595",117,"fe",0,34,"0"
"2596",117,"reml",0,34,"0"
"2597",117,"rve",0,34,"0"
"2598",117,"3-level",0,34,"0"
"2599",117,"all es",1,34,"34"
"2600",117,"ES > 3 removed",0,34,"0"
"2601",117,"all therapy",1,34,"34"
"2602",117,"C",0,34,"0"
"2603",117,"B",0,34,"0"
"2604",117,"A",0,34,"0"
"2605",117,"all sexes",1,34,"34"
"2606",117,"male",0,34,"0"
"2607",117,"female",0,34,"0"
"2608",117,"all groups",0,34,"0"
"2609",117,"non-adults",1,34,"34"
"2610",117,"adults",0,34,"0"
"2611",109,"p-uniform",0,50,"0"
"2612",109,"uw",1,50,"50"
"2613",109,"fe",0,50,"0"
"2614",109,"reml",0,50,"0"
"2615",109,"rve",0,50,"0"
"2616",109,"3-level",0,50,"0"
"2617",109,"all es",1,50,"50"
"2618",109,"ES > 3 removed",0,50,"0"
"2619",109,"all therapy",1,50,"50"
"2620",109,"C",0,50,"0"
"2621",109,"B",0,50,"0"
"2622",109,"A",0,50,"0"
"2623",109,"all sexes",1,50,"50"
"2624",109,"male",0,50,"0"
"2625",109,"female",0,50,"0"
"2626",109,"all groups",1,50,"50"
"2627",109,"non-adults",0,50,"0"
"2628",109,"adults",0,50,"0"
"2629",97,"p-uniform",1,10,"10"
"2630",97,"uw",0,10,"0"
"2631",97,"fe",0,10,"0"
"2632",97,"reml",0,10,"0"
"2633",97,"rve",0,10,"0"
"2634",97,"3-level",0,10,"0"
"2635",97,"all es",0,10,"0"
"2636",97,"ES > 3 removed",1,10,"10"
"2637",97,"all therapy",0,10,"0"
"2638",97,"C",0,10,"0"
"2639",97,"B",0,10,"0"
"2640",97,"A",1,10,"10"
"2641",97,"all sexes",0,10,"0"
"2642",97,"male",0,10,"0"
"2643",97,"female",1,10,"10"
"2644",97,"all groups",0,10,"0"
"2645",97,"non-adults",0,10,"0"
"2646",97,"adults",1,10,"10"
"2647",100,"p-uniform",1,9,"9"
"2648",100,"uw",0,9,"0"
"2649",100,"fe",0,9,"0"
"2650",100,"reml",0,9,"0"
"2651",100,"rve",0,9,"0"
"2652",100,"3-level",0,9,"0"
"2653",100,"all es",0,9,"0"
"2654",100,"ES > 3 removed",1,9,"9"
"2655",100,"all therapy",0,9,"0"
"2656",100,"C",0,9,"0"
"2657",100,"B",0,9,"0"
"2658",100,"A",1,9,"9"
"2659",100,"all sexes",0,9,"0"
"2660",100,"male",0,9,"0"
"2661",100,"female",1,9,"9"
"2662",100,"all groups",0,9,"0"
"2663",100,"non-adults",1,9,"9"
"2664",100,"adults",0,9,"0"
"2665",110,"p-uniform",1,16,"16"
"2666",110,"uw",0,16,"0"
"2667",110,"fe",0,16,"0"
"2668",110,"reml",0,16,"0"
"2669",110,"rve",0,16,"0"
"2670",110,"3-level",0,16,"0"
"2671",110,"all es",0,16,"0"
"2672",110,"ES > 3 removed",1,16,"16"
"2673",110,"all therapy",0,16,"0"
"2674",110,"C",0,16,"0"
"2675",110,"B",0,16,"0"
"2676",110,"A",1,16,"16"
"2677",110,"all sexes",0,16,"0"
"2678",110,"male",0,16,"0"
"2679",110,"female",1,16,"16"
"2680",110,"all groups",1,16,"16"
"2681",110,"non-adults",0,16,"0"
"2682",110,"adults",0,16,"0"
"2683",21,"p-uniform",1,11,"11"
"2684",21,"uw",0,11,"0"
"2685",21,"fe",0,11,"0"
"2686",21,"reml",0,11,"0"
"2687",21,"rve",0,11,"0"
"2688",21,"3-level",0,11,"0"
"2689",21,"all es",0,11,"0"
"2690",21,"ES > 3 removed",1,11,"11"
"2691",21,"all therapy",0,11,"0"
"2692",21,"C",0,11,"0"
"2693",21,"B",1,11,"11"
"2694",21,"A",0,11,"0"
"2695",21,"all sexes",0,11,"0"
"2696",21,"male",1,11,"11"
"2697",21,"female",0,11,"0"
"2698",21,"all groups",0,11,"0"
"2699",21,"non-adults",0,11,"0"
"2700",21,"adults",1,11,"11"
"2701",1,"p-uniform",1,7,"7"
"2702",1,"uw",0,7,"0"
"2703",1,"fe",0,7,"0"
"2704",1,"reml",0,7,"0"
"2705",1,"rve",0,7,"0"
"2706",1,"3-level",0,7,"0"
"2707",1,"all es",0,7,"0"
"2708",1,"ES > 3 removed",1,7,"7"
"2709",1,"all therapy",0,7,"0"
"2710",1,"C",0,7,"0"
"2711",1,"B",1,7,"7"
"2712",1,"A",0,7,"0"
"2713",1,"all sexes",0,7,"0"
"2714",1,"male",1,7,"7"
"2715",1,"female",0,7,"0"
"2716",1,"all groups",0,7,"0"
"2717",1,"non-adults",1,7,"7"
"2718",1,"adults",0,7,"0"
"2719",9,"p-uniform",1,15,"15"
"2720",9,"uw",0,15,"0"
"2721",9,"fe",0,15,"0"
"2722",9,"reml",0,15,"0"
"2723",9,"rve",0,15,"0"
"2724",9,"3-level",0,15,"0"
"2725",9,"all es",0,15,"0"
"2726",9,"ES > 3 removed",1,15,"15"
"2727",9,"all therapy",0,15,"0"
"2728",9,"C",0,15,"0"
"2729",9,"B",1,15,"15"
"2730",9,"A",0,15,"0"
"2731",9,"all sexes",0,15,"0"
"2732",9,"male",1,15,"15"
"2733",9,"female",0,15,"0"
"2734",9,"all groups",1,15,"15"
"2735",9,"non-adults",0,15,"0"
"2736",9,"adults",0,15,"0"
"2737",19,"p-uniform",1,12,"12"
"2738",19,"uw",0,12,"0"
"2739",19,"fe",0,12,"0"
"2740",19,"reml",0,12,"0"
"2741",19,"rve",0,12,"0"
"2742",19,"3-level",0,12,"0"
"2743",19,"all es",0,12,"0"
"2744",19,"ES > 3 removed",1,12,"12"
"2745",19,"all therapy",0,12,"0"
"2746",19,"C",0,12,"0"
"2747",19,"B",1,12,"12"
"2748",19,"A",0,12,"0"
"2749",19,"all sexes",1,12,"12"
"2750",19,"male",0,12,"0"
"2751",19,"female",0,12,"0"
"2752",19,"all groups",0,12,"0"
"2753",19,"non-adults",0,12,"0"
"2754",19,"adults",1,12,"12"
"2755",8,"p-uniform",1,16,"16"
"2756",8,"uw",0,16,"0"
"2757",8,"fe",0,16,"0"
"2758",8,"reml",0,16,"0"
"2759",8,"rve",0,16,"0"
"2760",8,"3-level",0,16,"0"
"2761",8,"all es",0,16,"0"
"2762",8,"ES > 3 removed",1,16,"16"
"2763",8,"all therapy",0,16,"0"
"2764",8,"C",0,16,"0"
"2765",8,"B",1,16,"16"
"2766",8,"A",0,16,"0"
"2767",8,"all sexes",1,16,"16"
"2768",8,"male",0,16,"0"
"2769",8,"female",0,16,"0"
"2770",8,"all groups",1,16,"16"
"2771",8,"non-adults",0,16,"0"
"2772",8,"adults",0,16,"0"
"2773",161,"p-uniform",1,9,"9"
"2774",161,"uw",0,9,"0"
"2775",161,"fe",0,9,"0"
"2776",161,"reml",0,9,"0"
"2777",161,"rve",0,9,"0"
"2778",161,"3-level",0,9,"0"
"2779",161,"all es",0,9,"0"
"2780",161,"ES > 3 removed",1,9,"9"
"2781",161,"all therapy",0,9,"0"
"2782",161,"C",1,9,"9"
"2783",161,"B",0,9,"0"
"2784",161,"A",0,9,"0"
"2785",161,"all sexes",0,9,"0"
"2786",161,"male",0,9,"0"
"2787",161,"female",1,9,"9"
"2788",161,"all groups",0,9,"0"
"2789",161,"non-adults",1,9,"9"
"2790",161,"adults",0,9,"0"
"2791",132,"p-uniform",1,10,"10"
"2792",132,"uw",0,10,"0"
"2793",132,"fe",0,10,"0"
"2794",132,"reml",0,10,"0"
"2795",132,"rve",0,10,"0"
"2796",132,"3-level",0,10,"0"
"2797",132,"all es",0,10,"0"
"2798",132,"ES > 3 removed",1,10,"10"
"2799",132,"all therapy",0,10,"0"
"2800",132,"C",1,10,"10"
"2801",132,"B",0,10,"0"
"2802",132,"A",0,10,"0"
"2803",132,"all sexes",0,10,"0"
"2804",132,"male",1,10,"10"
"2805",132,"female",0,10,"0"
"2806",132,"all groups",0,10,"0"
"2807",132,"non-adults",1,10,"10"
"2808",132,"adults",0,10,"0"
"2809",139,"p-uniform",1,15,"15"
"2810",139,"uw",0,15,"0"
"2811",139,"fe",0,15,"0"
"2812",139,"reml",0,15,"0"
"2813",139,"rve",0,15,"0"
"2814",139,"3-level",0,15,"0"
"2815",139,"all es",0,15,"0"
"2816",139,"ES > 3 removed",1,15,"15"
"2817",139,"all therapy",0,15,"0"
"2818",139,"C",1,15,"15"
"2819",139,"B",0,15,"0"
"2820",139,"A",0,15,"0"
"2821",139,"all sexes",1,15,"15"
"2822",139,"male",0,15,"0"
"2823",139,"female",0,15,"0"
"2824",139,"all groups",0,15,"0"
"2825",139,"non-adults",1,15,"15"
"2826",139,"adults",0,15,"0"
"2827",79,"p-uniform",1,11,"11"
"2828",79,"uw",0,11,"0"
"2829",79,"fe",0,11,"0"
"2830",79,"reml",0,11,"0"
"2831",79,"rve",0,11,"0"
"2832",79,"3-level",0,11,"0"
"2833",79,"all es",0,11,"0"
"2834",79,"ES > 3 removed",1,11,"11"
"2835",79,"all therapy",1,11,"11"
"2836",79,"C",0,11,"0"
"2837",79,"B",0,11,"0"
"2838",79,"A",0,11,"0"
"2839",79,"all sexes",0,11,"0"
"2840",79,"male",0,11,"0"
"2841",79,"female",1,11,"11"
"2842",79,"all groups",0,11,"0"
"2843",79,"non-adults",0,11,"0"
"2844",79,"adults",1,11,"11"
"2845",129,"p-uniform",1,18,"18"
"2846",129,"uw",0,18,"0"
"2847",129,"fe",0,18,"0"
"2848",129,"reml",0,18,"0"
"2849",129,"rve",0,18,"0"
"2850",129,"3-level",0,18,"0"
"2851",129,"all es",0,18,"0"
"2852",129,"ES > 3 removed",1,18,"18"
"2853",129,"all therapy",1,18,"18"
"2854",129,"C",0,18,"0"
"2855",129,"B",0,18,"0"
"2856",129,"A",0,18,"0"
"2857",129,"all sexes",0,18,"0"
"2858",129,"male",0,18,"0"
"2859",129,"female",1,18,"18"
"2860",129,"all groups",0,18,"0"
"2861",129,"non-adults",1,18,"18"
"2862",129,"adults",0,18,"0"
"2863",135,"p-uniform",1,26,"26"
"2864",135,"uw",0,26,"0"
"2865",135,"fe",0,26,"0"
"2866",135,"reml",0,26,"0"
"2867",135,"rve",0,26,"0"
"2868",135,"3-level",0,26,"0"
"2869",135,"all es",0,26,"0"
"2870",135,"ES > 3 removed",1,26,"26"
"2871",135,"all therapy",1,26,"26"
"2872",135,"C",0,26,"0"
"2873",135,"B",0,26,"0"
"2874",135,"A",0,26,"0"
"2875",135,"all sexes",0,26,"0"
"2876",135,"male",0,26,"0"
"2877",135,"female",1,26,"26"
"2878",135,"all groups",1,26,"26"
"2879",135,"non-adults",0,26,"0"
"2880",135,"adults",0,26,"0"
"2881",61,"p-uniform",1,17,"17"
"2882",61,"uw",0,17,"0"
"2883",61,"fe",0,17,"0"
"2884",61,"reml",0,17,"0"
"2885",61,"rve",0,17,"0"
"2886",61,"3-level",0,17,"0"
"2887",61,"all es",0,17,"0"
"2888",61,"ES > 3 removed",1,17,"17"
"2889",61,"all therapy",1,17,"17"
"2890",61,"C",0,17,"0"
"2891",61,"B",0,17,"0"
"2892",61,"A",0,17,"0"
"2893",61,"all sexes",0,17,"0"
"2894",61,"male",1,17,"17"
"2895",61,"female",0,17,"0"
"2896",61,"all groups",0,17,"0"
"2897",61,"non-adults",1,17,"17"
"2898",61,"adults",0,17,"0"
"2899",33,"p-uniform",1,25,"25"
"2900",33,"uw",0,25,"0"
"2901",33,"fe",0,25,"0"
"2902",33,"reml",0,25,"0"
"2903",33,"rve",0,25,"0"
"2904",33,"3-level",0,25,"0"
"2905",33,"all es",0,25,"0"
"2906",33,"ES > 3 removed",1,25,"25"
"2907",33,"all therapy",1,25,"25"
"2908",33,"C",0,25,"0"
"2909",33,"B",0,25,"0"
"2910",33,"A",0,25,"0"
"2911",33,"all sexes",0,25,"0"
"2912",33,"male",1,25,"25"
"2913",33,"female",0,25,"0"
"2914",33,"all groups",1,25,"25"
"2915",33,"non-adults",0,25,"0"
"2916",33,"adults",0,25,"0"
"2917",44,"p-uniform",1,22,"22"
"2918",44,"uw",0,22,"0"
"2919",44,"fe",0,22,"0"
"2920",44,"reml",0,22,"0"
"2921",44,"rve",0,22,"0"
"2922",44,"3-level",0,22,"0"
"2923",44,"all es",0,22,"0"
"2924",44,"ES > 3 removed",1,22,"22"
"2925",44,"all therapy",1,22,"22"
"2926",44,"C",0,22,"0"
"2927",44,"B",0,22,"0"
"2928",44,"A",0,22,"0"
"2929",44,"all sexes",1,22,"22"
"2930",44,"male",0,22,"0"
"2931",44,"female",0,22,"0"
"2932",44,"all groups",0,22,"0"
"2933",44,"non-adults",0,22,"0"
"2934",44,"adults",1,22,"22"
"2935",92,"p-uniform",1,31,"31"
"2936",92,"uw",0,31,"0"
"2937",92,"fe",0,31,"0"
"2938",92,"reml",0,31,"0"
"2939",92,"rve",0,31,"0"
"2940",92,"3-level",0,31,"0"
"2941",92,"all es",0,31,"0"
"2942",92,"ES > 3 removed",1,31,"31"
"2943",92,"all therapy",1,31,"31"
"2944",92,"C",0,31,"0"
"2945",92,"B",0,31,"0"
"2946",92,"A",0,31,"0"
"2947",92,"all sexes",1,31,"31"
"2948",92,"male",0,31,"0"
"2949",92,"female",0,31,"0"
"2950",92,"all groups",0,31,"0"
"2951",92,"non-adults",1,31,"31"
"2952",92,"adults",0,31,"0"
"2953",67,"p-uniform",1,47,"47"
"2954",67,"uw",0,47,"0"
"2955",67,"fe",0,47,"0"
"2956",67,"reml",0,47,"0"
"2957",67,"rve",0,47,"0"
"2958",67,"3-level",0,47,"0"
"2959",67,"all es",0,47,"0"
"2960",67,"ES > 3 removed",1,47,"47"
"2961",67,"all therapy",1,47,"47"
"2962",67,"C",0,47,"0"
"2963",67,"B",0,47,"0"
"2964",67,"A",0,47,"0"
"2965",67,"all sexes",1,47,"47"
"2966",67,"male",0,47,"0"
"2967",67,"female",0,47,"0"
"2968",67,"all groups",1,47,"47"
"2969",67,"non-adults",0,47,"0"
"2970",67,"adults",0,47,"0"
"2971",108,"p-uniform",1,11,"11"
"2972",108,"uw",0,11,"0"
"2973",108,"fe",0,11,"0"
"2974",108,"reml",0,11,"0"
"2975",108,"rve",0,11,"0"
"2976",108,"3-level",0,11,"0"
"2977",108,"all es",1,11,"11"
"2978",108,"ES > 3 removed",0,11,"0"
"2979",108,"all therapy",0,11,"0"
"2980",108,"C",0,11,"0"
"2981",108,"B",0,11,"0"
"2982",108,"A",1,11,"11"
"2983",108,"all sexes",1,11,"11"
"2984",108,"male",0,11,"0"
"2985",108,"female",0,11,"0"
"2986",108,"all groups",0,11,"0"
"2987",108,"non-adults",1,11,"11"
"2988",108,"adults",0,11,"0"
"2989",123,"p-uniform",1,18,"18"
"2990",123,"uw",0,18,"0"
"2991",123,"fe",0,18,"0"
"2992",123,"reml",0,18,"0"
"2993",123,"rve",0,18,"0"
"2994",123,"3-level",0,18,"0"
"2995",123,"all es",1,18,"18"
"2996",123,"ES > 3 removed",0,18,"0"
"2997",123,"all therapy",0,18,"0"
"2998",123,"C",0,18,"0"
"2999",123,"B",0,18,"0"
"3000",123,"A",1,18,"18"
"3001",123,"all sexes",1,18,"18"
"3002",123,"male",0,18,"0"
"3003",123,"female",0,18,"0"
"3004",123,"all groups",1,18,"18"
"3005",123,"non-adults",0,18,"0"
"3006",123,"adults",0,18,"0"
"3007",94,"p-uniform",1,8,"8"
"3008",94,"uw",0,8,"0"
"3009",94,"fe",0,8,"0"
"3010",94,"reml",0,8,"0"
"3011",94,"rve",0,8,"0"
"3012",94,"3-level",0,8,"0"
"3013",94,"all es",1,8,"8"
"3014",94,"ES > 3 removed",0,8,"0"
"3015",94,"all therapy",0,8,"0"
"3016",94,"C",0,8,"0"
"3017",94,"B",1,8,"8"
"3018",94,"A",0,8,"0"
"3019",94,"all sexes",0,8,"0"
"3020",94,"male",1,8,"8"
"3021",94,"female",0,8,"0"
"3022",94,"all groups",0,8,"0"
"3023",94,"non-adults",1,8,"8"
"3024",94,"adults",0,8,"0"
"3025",7,"p-uniform",1,16,"16"
"3026",7,"uw",0,16,"0"
"3027",7,"fe",0,16,"0"
"3028",7,"reml",0,16,"0"
"3029",7,"rve",0,16,"0"
"3030",7,"3-level",0,16,"0"
"3031",7,"all es",1,16,"16"
"3032",7,"ES > 3 removed",0,16,"0"
"3033",7,"all therapy",0,16,"0"
"3034",7,"C",0,16,"0"
"3035",7,"B",1,16,"16"
"3036",7,"A",0,16,"0"
"3037",7,"all sexes",0,16,"0"
"3038",7,"male",1,16,"16"
"3039",7,"female",0,16,"0"
"3040",7,"all groups",1,16,"16"
"3041",7,"non-adults",0,16,"0"
"3042",7,"adults",0,16,"0"
"3043",16,"p-uniform",1,17,"17"
"3044",16,"uw",0,17,"0"
"3045",16,"fe",0,17,"0"
"3046",16,"reml",0,17,"0"
"3047",16,"rve",0,17,"0"
